dataset,label0,label1,count0,count1,samples,balance
SF-295,01:4d630fa98f01f0f1dcc47c323743dccd,,3296,1909,5205,0.58
SF-295,02:665d3f32fb595a67d28e10bce728c1f4,,3668,1905,5573,0.52
SF-295,02:77a31408da712b1bc1fa77e81a6bdd8f,,2472,1891,4363,0.76
SF-295,03:2bb1fd5b3ca957e0ce0b91d830b78312,,2472,1891,4363,0.76
SF-295,01:6e87c6a96aa5212b2a7bd4223d278f50,,2861,1885,4746,0.66
SF-295,02:dba282b7db8650a3074aa32036c683c9,,2842,1885,4727,0.66
SF-295,01:8a8683d8e4e47f0171dd2bb744be466a,,4916,1872,6788,0.38
SF-295,02:80f034c209ec8766af0f2619e1bfa99f,,4916,1872,6788,0.38
SF-295,02:4c2914f665661e9c7a97a0bcb1b15780,,3513,1869,5382,0.53
SF-295,01:084e3bbb2a152e82fcfddacb1bda56e8,,3894,1856,5750,0.48
SF-295,02:4a19c56eceb2af1448c880c4cf6dbb68,,3088,1856,4944,0.60
SF-295,01:f446e3e32408de037845db27af118a33,,5644,1853,7497,0.33
SF-295,01:37cb61156a7e6a648e9474459ed96bb3,,5914,1841,7755,0.31
SF-295,02:c6ee4695bd935900d0337916e1ea23a3,,4230,1839,6069,0.43
SF-295,02:cf79e496e196bdc1fdbab236ecfbf968,,2479,1817,4296,0.73
SF-295,03:fae422c2f0602bbc8d746ed31612f6d7,,2479,1817,4296,0.73
SF-295,02:51796e66aed3aca766ec178e8c970f1c,,2501,1802,4303,0.72
SF-295,02:44ac54f3384ccaba38169986be138276,,3217,1789,5006,0.56
SF-295,03:1dcf8c6acc73ce9fed22e82ec6950d59,,3217,1789,5006,0.56
SF-295,02:4877367ef9ab055863b947c07e927e2b,,2804,1788,4592,0.64
SF-295,02:cca9be1e12ff52f3e0c056449a3eb64d,,2568,1788,4356,0.70
SF-295,03:e481b34b7a6b615cbc8c94c632ec53e5,,2568,1788,4356,0.70
SF-295,03:5fe166119d0deb63b24c688df2006586,,2623,1784,4407,0.68
SF-295,01:306bba0232fc46dd395dfd3674efb043,,6490,1775,8265,0.27
SF-295,01:e4796f4cca7cb4d0f839dae3e9b85f3e,,6012,1768,7780,0.29
SF-295,02:f2a52df187b02ea74a1bd48ecb5babf4,,3277,1760,5037,0.54
SF-295,03:f25a7c3ac44b3449ca84eddfa918f847,,3277,1760,5037,0.54
SF-295,01:bdea73a52fc420d7ff82879fb72b370b,,3856,1756,5612,0.46
SF-295,02:9680b973282dee8a1b353bacfcab9c5a,,3083,1749,4832,0.57
SF-295,02:99eab47f7b5a3651a3bd068a57820998,,3421,1748,5169,0.51
SF-295,02:a4f8c3124c85be423f2528251aa89ead,,3034,1734,4768,0.57
SF-295,02:6069ee2df5d6189e541a117442442faa,,3962,1728,5690,0.44
SF-295,02:a6168a5e476c77c90340b7f859989b4c,,4696,1724,6420,0.37
SF-295,02:d537dc70fd2b49cb161b3db97a789869,,3824,1718,5542,0.45
SF-295,02:fa26a863793df7ae37bc53bbd7d3b3bf,,3584,1713,5297,0.48
SF-295,02:6dbe4fa455c30b7a9625b42488515b1e,,3145,1708,4853,0.54
SF-295,02:da942b9ec0bcf7117f328682fd90e171,,2972,1702,4674,0.57
SF-295,02:ed1e8884336a944a17c4f095d78ad7e6,,4497,1700,6197,0.38
SF-295,02:ab57a9cf6a56e57d81dbd7475cd26f52,,4372,1684,6056,0.39
SF-295,02:500c50e1451a93aa12d2b5bf78ad4aea,,3389,1664,5053,0.49
SF-295,01:0bb389b12346dc3a33bc96653224bb46,,2707,1664,4371,0.61
SF-295,02:379f9030d2c3f1dc8b65fd57b4cc56b4,,3354,1652,5006,0.49
SF-295,02:37e06ee601db2f20bcb80cb7a8495e64,,5162,1641,6803,0.32
SF-295,02:0dbb852f0053ac44de3103179cdb45d6,,3000,1626,4626,0.54
SF-295,01:a4ef450f3f7518847ea88b96e055c223,,4503,1623,6126,0.36
SF-295,02:9951bc9e3bf024ec6542563ceedc0415,,3384,1613,4997,0.48
SF-295,02:279a16b20b199cc6757db7021808789b,,3632,1563,5195,0.43
SF-295,02:5f89fa2ba56e0816109b7b7a701b667c,,2954,1547,4501,0.52
SF-295,02:89ba7f08f7256493d6003652202319e3,,4556,1485,6041,0.33
SF-295,02:e97400e9da6c4d9ed81a9dde7e8bf731,,5199,1348,6547,0.26
SF-295,03:bc024b8c72e9fb75cd2d8489a726661d,,5199,1348,6547,0.26
SN12C,02:211b91ef351230d36077bcf57a5e97dc,,2382,1902,4284,0.80
SN12C,02:e47f50b1ad2b76c185debb20546f57a8,,2796,1894,4690,0.68
SN12C,03:a76eddd6e1d5f4e5ef94d5420e884f6a,,2796,1894,4690,0.68
SN12C,02:75884de0fe90d96be8fd2e02a3156727,,2460,1892,4352,0.77
SN12C,01:c031a1a1b5dabbb0e8dfa036ec5c9516,,3234,1884,5118,0.58
SN12C,02:fbed3bad2223a9b1e4acf48f26ba0889,,2597,1881,4478,0.72
SN12C,03:ff9d64c78320854cf06540a56a764b39,,2807,1878,4685,0.67
SN12C,02:931f872adeb49c33e9f7a5071c405f08,,3088,1877,4965,0.61
SN12C,02:5f2531353879ee7bfd0fa056ec6d91b0,,2638,1870,4508,0.71
SN12C,01:6e87c6a96aa5212b2a7bd4223d278f50,,2859,1869,4728,0.65
SN12C,02:f0f39c99d357b708de47f87764daa872,,3616,1864,5480,0.52
SN12C,01:f60e92c1088dbcb1c4c95cc318b32122,,3182,1864,5046,0.59
SN12C,01:13e0cbc9b1abb40a2534e57b4f664d99,,3140,1860,5000,0.59
SN12C,01:397d86c626ed1f0db17016758674ae68,,2373,1850,4223,0.78
SN12C,02:5eaf55cf8be41809a95ff4e4b5a151df,,2499,1849,4348,0.74
SN12C,01:267494d8b865c7a079922850932b1c90,,3229,1848,5077,0.57
SN12C,02:bf73bfbfbd90c78f7b405a97e6907ca4,,3666,1825,5491,0.50
SN12C,01:e49533c98d282a993e7f40c4d55af82f,,4896,1816,6712,0.37
SN12C,02:6cbd48a0736aedb5d0ccf1f7e7fbe10f,,4896,1816,6712,0.37
SN12C,02:9e7f746f62d1ff0c997938015a6607a5,,2457,1812,4269,0.74
SN12C,03:268e64ef9ee0381e0ee32327ebd24ef2,,2457,1812,4269,0.74
SN12C,02:031b3cdb75e6cd5b094b07603c9b7a15,,3504,1805,5309,0.52
SN12C,01:a928f4423b23753b80286a4ef7e08a97,,2833,1799,4632,0.64
SN12C,02:dd41f56f7fc58b3a698dbb228c9c8643,,2815,1799,4614,0.64
SN12C,02:cbd51db5e18a988bb5dc77e41daf686b,,2992,1796,4788,0.60
SN12C,02:9266d3c628f47c2070771ecc89141304,,4233,1793,6026,0.42
SN12C,01:89f698e3e1554e30f713baddf67a6259,,3869,1782,5651,0.46
SN12C,01:6457b2148bb10ed825cbb21235e7e8e2,,5671,1775,7446,0.31
SN12C,01:a80bf9aac36a0f4ff83b9b0291d5c428,,5906,1773,7679,0.30
SN12C,01:eb86a3dd500d3df1f58d61e26e8e4df5,,6536,1748,8284,0.27
SN12C,02:7c0b46e6d861d138ad18a9c414598973,,3248,1748,4996,0.54
SN12C,03:5e13f7c4f977e3659970f1a448506659,,3248,1748,4996,0.54
SN12C,02:5f5a1abffb006cf210f916d6eb46c0fd,,2485,1747,4232,0.70
SN12C,02:29fe04bac074ecc61e7901d23272475c,,2527,1741,4268,0.69
SN12C,03:eb8e1d82ca94fca4e01123a376c6fd4b,,2527,1741,4268,0.69
SN12C,02:1951824a8bc8b65247d1851fd89d3bb3,,2810,1739,4549,0.62
SN12C,03:a28c820c941cbe4db108e1c019fddec6,,2625,1725,4350,0.66
SN12C,02:3de5f085ba76e6c0510a0e61ee6def36,,2578,1715,4293,0.67
SN12C,03:1b7f888f7a8b37ed2cb285084e8b5804,,2578,1715,4293,0.67
SN12C,01:dbe937f0a7f23e8a3e141020ac30e259,,3828,1709,5537,0.45
SN12C,01:8f82f09142c8e1596fa92d8369328489,,5994,1708,7702,0.28
SN12C,02:2eb753610d6779e3706d708500a62232,,3273,1705,4978,0.52
SN12C,03:3fe6a1ec773a9f4aa3fd38627049df73,,3273,1705,4978,0.52
SN12C,02:13443d6ddbac193024672f5664b1a2b7,,3426,1699,5125,0.50
SN12C,02:8a12a7c66f98dfa0a028904e7d9accd9,,3089,1695,4784,0.55
SN12C,02:fa01d04ef0773b74a104f3bbf425372e,,3021,1676,4697,0.55
SN12C,02:71d1c9ce7a6297ae897a27e45ba0b61f,,3903,1670,5573,0.43
SN12C,02:47f210f22d32fc7ca3759e5f868cdede,,2956,1660,4616,0.56
SN12C,02:679792308ad975798ec8fdc948b64c3a,,4705,1659,6364,0.35
SN12C,02:59a0ed999bec1de62cd0c25cbf29c8ef,,3785,1655,5440,0.44
SN12C,02:b4bba70855415d215a9d9b71a8efbee9,,3565,1654,5219,0.46
SN12C,02:ecee566b979c7fb4e65bbe7969e88548,,4494,1652,6146,0.37
SN12C,02:07e04d7e8ef9389859a4a6af8286b808,,4357,1631,5988,0.37
SN12C,02:d88baa16a514463015f652c4483e1f29,,3097,1624,4721,0.52
SN12C,02:56a3cf5d2c1820a894d05a635f7c72ca,,5123,1622,6745,0.32
SN12C,01:4776936c16d6578a4e8ed4059aeadbe3,,2692,1601,4293,0.59
SN12C,02:ed92cb27571926885dafb662b37276d1,,3289,1584,4873,0.48
SN12C,02:d0254b82bd6c12f2407abc4eb4635553,,3335,1583,4918,0.47
SN12C,02:213f496cd6feebc96a17df27fff1c87a,,2983,1576,4559,0.53
SN12C,02:56cb080333368fd3c2beee58434c7244,,3365,1563,4928,0.46
SN12C,01:41aae6dea7ddb40f6a4cb5fa681fad4f,,4425,1546,5971,0.35
SN12C,02:f15acde8e0af676ccc10deb6452934d7,,2982,1542,4524,0.52
SN12C,02:59292a669b1ad1c745f365ae5de5596b,,3564,1484,5048,0.42
SN12C,02:12f39fb426f42520e5f43dd13030ecef,,4549,1420,5969,0.31
SN12C,02:3ba8cd3c196adf84f8239f7a7ee85ac8,,5205,1332,6537,0.26
SN12C,03:4f9adec1a87e407aa67d6e9f446681fe,,5205,1332,6537,0.26
SW-620,02:2dfbbfa750db430ab9f82cee70e9305f,,2379,2343,4722,0.98
SW-620,02:d89717bf8a73761ccf2633c0fb99a828,,2625,2334,4959,0.89
SW-620,01:1cb3c5de3f8b1f78111f5c83e2947667,,3295,2330,5625,0.71
SW-620,02:b66ba5adf78b7700c376640333eb7736,,2835,2325,5160,0.82
SW-620,03:7ad2731ff74a11c94caef4b3c0d1ce33,,2835,2325,5160,0.82
SW-620,01:6a010362d7d04d347edf102e14e8d17f,,2897,2323,5220,0.80
SW-620,02:464e6dd489b9b7225c46646084237d80,,2651,2314,4965,0.87
SW-620,02:136e07441cce25e262289ffc58c21ba4,,2433,2311,4744,0.95
SW-620,01:20b7adc4e7c086b50f6ae769e9a36cbc,,3214,2307,5521,0.72
SW-620,03:3861826d1ee57430f94636baf76bc466,,2829,2306,5135,0.82
SW-620,01:a9a6e272dacf6c0c1b662b4e147af315,,3159,2301,5460,0.73
SW-620,02:1238461d039a1979e0a58bd6afbbc32c,,2497,2297,4794,0.92
SW-620,02:ce1732986fb61f6068d0122ae6358c47,,3635,2289,5924,0.63
SW-620,02:dd9c082c7fa722dbbf317db1b7bdf626,,3064,2286,5350,0.75
SW-620,01:e4796f4cca7cb4d0f839dae3e9b85f3e,,2407,2282,4689,0.95
SW-620,02:c8bcfaf08c304f20b66aa0fab4efdee7,,2340,2273,4613,0.97
SW-620,03:b2dfe88763ce0a8a0af9bfdd2c800d67,,2340,2273,4613,0.97
SW-620,01:ace81ac2facc4bd2c36c25654feb79de,,3330,2262,5592,0.68
SW-620,02:5191e000543c5c81390fecbe79f6a567,,3698,2251,5949,0.61
SW-620,02:4c2914f665661e9c7a97a0bcb1b15780,,3529,2234,5763,0.63
SW-620,02:4a19c56eceb2af1448c880c4cf6dbb68,,3062,2220,5282,0.73
SW-620,02:77a31408da712b1bc1fa77e81a6bdd8f,,2404,2219,4623,0.92
SW-620,03:2bb1fd5b3ca957e0ce0b91d830b78312,,2404,2219,4623,0.92
SW-620,01:7b99b1318769d6e2e224c251f91e860b,,4892,2210,7102,0.45
SW-620,02:97f34d69f111c01bebdc3c06b97c4f64,,4892,2210,7102,0.45
SW-620,02:c6ee4695bd935900d0337916e1ea23a3,,4267,2207,6474,0.52
SW-620,01:6e87c6a96aa5212b2a7bd4223d278f50,,2779,2198,4977,0.79
SW-620,02:dba282b7db8650a3074aa32036c683c9,,2760,2198,4958,0.80
SW-620,01:8a8683d8e4e47f0171dd2bb744be466a,,5694,2177,7871,0.38
SW-620,01:72f34668e623a3370a1e58db21fd0d1e,,5939,2172,8111,0.37
SW-620,01:084e3bbb2a152e82fcfddacb1bda56e8,,3814,2171,5985,0.57
SW-620,02:cf79e496e196bdc1fdbab236ecfbf968,,2526,2159,4685,0.85
SW-620,03:fae422c2f0602bbc8d746ed31612f6d7,,2526,2159,4685,0.85
SW-620,02:51796e66aed3aca766ec178e8c970f1c,,2486,2157,4643,0.87
SW-620,03:5fe166119d0deb63b24c688df2006586,,2617,2149,4766,0.82
SW-620,01:306bba0232fc46dd395dfd3674efb043,,6526,2144,8670,0.33
SW-620,02:44ac54f3384ccaba38169986be138276,,3203,2134,5337,0.67
SW-620,03:1dcf8c6acc73ce9fed22e82ec6950d59,,3203,2134,5337,0.67
SW-620,02:9680b973282dee8a1b353bacfcab9c5a,,3076,2132,5208,0.69
SW-620,02:4877367ef9ab055863b947c07e927e2b,,2797,2126,4923,0.76
SW-620,01:c65bbfae326767d26d5d4262b58dde8d,,7138,2116,9254,0.30
SW-620,01:bdea73a52fc420d7ff82879fb72b370b,,3806,2109,5915,0.55
SW-620,02:6069ee2df5d6189e541a117442442faa,,3922,2095,6017,0.53
SW-620,02:99eab47f7b5a3651a3bd068a57820998,,3410,2093,5503,0.61
SW-620,01:317fc8cd2fc13b8c3e806da114ca3abe,,5987,2086,8073,0.35
SW-620,02:a4f8c3124c85be423f2528251aa89ead,,3002,2085,5087,0.69
SW-620,02:fa26a863793df7ae37bc53bbd7d3b3bf,,3585,2067,5652,0.58
SW-620,02:f2a52df187b02ea74a1bd48ecb5babf4,,3196,2066,5262,0.65
SW-620,03:f25a7c3ac44b3449ca84eddfa918f847,,3196,2066,5262,0.65
SW-620,02:d537dc70fd2b49cb161b3db97a789869,,3803,2065,5868,0.54
SW-620,02:a6168a5e476c77c90340b7f859989b4c,,4737,2063,6800,0.44
SW-620,02:ab57a9cf6a56e57d81dbd7475cd26f52,,4365,2041,6406,0.47
SW-620,02:da942b9ec0bcf7117f328682fd90e171,,2969,2041,5010,0.69
SW-620,02:6dbe4fa455c30b7a9625b42488515b1e,,3118,2037,5155,0.65
SW-620,02:ed1e8884336a944a17c4f095d78ad7e6,,4518,2032,6550,0.45
SW-620,02:379f9030d2c3f1dc8b65fd57b4cc56b4,,3373,2009,5382,0.60
SW-620,02:0dbb852f0053ac44de3103179cdb45d6,,3028,2002,5030,0.66
SW-620,02:37e06ee601db2f20bcb80cb7a8495e64,,5153,1999,7152,0.39
SW-620,01:0bb389b12346dc3a33bc96653224bb46,,2652,1998,4650,0.75
SW-620,01:5d7d1403d53292740c12da79e9a3b43d,,6570,1994,8564,0.30
SW-620,03:598b75c84aa93acab28ebafaefe4b788,,7712,1988,9700,0.26
SW-620,02:500c50e1451a93aa12d2b5bf78ad4aea,,3290,1977,5267,0.60
SW-620,02:9951bc9e3bf024ec6542563ceedc0415,,3324,1948,5272,0.59
SW-620,02:5f89fa2ba56e0816109b7b7a701b667c,,2999,1941,4940,0.65
SW-620,01:a4ef450f3f7518847ea88b96e055c223,,4412,1938,6350,0.44
SW-620,02:279a16b20b199cc6757db7021808789b,,3567,1890,5457,0.53
SW-620,00:5,,7285,1873,9158,0.26
SW-620,02:89ba7f08f7256493d6003652202319e3,,4525,1806,6331,0.40
SW-620,02:e97400e9da6c4d9ed81a9dde7e8bf731,,5216,1698,6914,0.33
SW-620,03:bc024b8c72e9fb75cd2d8489a726661d,,5216,1698,6914,0.33
SW-620,02:354e6647d4a4f4080ce49df42f15223a,,5140,1599,6739,0.31
Tox21_AhR,02:d3aea6e72bb2a63c97d45272beaeabed,,1053,1019,2072,0.97
Tox21_AhR,03:721642fca8d41e0be8bac33abbc3aab9,,1053,1019,2072,0.97
Tox21_AhR,02:fa01d04ef0773b74a104f3bbf425372e,,1762,970,2732,0.55
Tox21_AhR,01:5d7d1403d53292740c12da79e9a3b43d,,963,950,1913,0.99
Tox21_AhR,02:c6133d908fa4009bacb68271e0a69744,,2427,899,3326,0.37
Tox21_AhR,01:eb86a3dd500d3df1f58d61e26e8e4df5,,2502,897,3399,0.36
Tox21_AhR,02:ce2554a00b07169250569a5dc566fdc0,,1306,889,2195,0.68
Tox21_AhR,02:15d0a94cd3209fe6134b1f561697e5eb,,1433,884,2317,0.62
Tox21_AhR,03:f79ac36172a5a673d80ba5658bc8e39d,,1704,881,2585,0.52
Tox21_AhR,01:b7bf0b07fe88e0e9843b72eaf7a80864,,2398,867,3265,0.36
Tox21_AhR,01:39fdb337a456bcac751b9cbe244a4e68,,1426,861,2287,0.60
Tox21_AhR,02:5f2531353879ee7bfd0fa056ec6d91b0,,853,1031,1884,0.83
Tox21_AhR,01:dbe937f0a7f23e8a3e141020ac30e259,,847,1013,1860,0.84
Tox21_AhR,01:db6b9a0177ab02b402fd3dbd2526e04d,,1770,844,2614,0.48
Tox21_AhR,01:8f82f09142c8e1596fa92d8369328489,,1103,842,1945,0.76
Tox21_AhR,00:5,,1365,837,2202,0.61
Tox21_AhR,04:56bc5f527c000a4a3d216a9c14fa7898,,833,962,1795,0.87
Tox21_AhR,01:a4ef450f3f7518847ea88b96e055c223,,1134,781,1915,0.69
Tox21_AhR,02:07e04d7e8ef9389859a4a6af8286b808,,774,923,1697,0.84
Tox21_AhR,01:41aae6dea7ddb40f6a4cb5fa681fad4f,,766,898,1664,0.85
Tox21_AhR,00:4,,1716,765,2481,0.45
Tox21_AhR,01:e49533c98d282a993e7f40c4d55af82f,,765,861,1626,0.89
Tox21_AhR,02:6cbd48a0736aedb5d0ccf1f7e7fbe10f,,765,861,1626,0.89
Tox21_AhR,02:59e2cfd45771f9be61e215840faa7a3f,,764,996,1760,0.77
Tox21_AhR,01:c65bbfae326767d26d5d4262b58dde8d,,2609,747,3356,0.29
Tox21_AhR,02:a9e810afd28ad6dee1044e45ec89d9c9,,746,1011,1757,0.74
Tox21_AhR,02:bd6f4de95eaed60f84cd2d899eb96199,,2031,736,2767,0.36
Tox21_AhR,01:7db3447cb5b63688f9b67b6daa1fb77a,,732,996,1728,0.73
Tox21_AhR,03:a256d31a546818d7c2a0fc4889d90310,,1566,726,2292,0.46
Tox21_AhR,03:8d4a59302aa5f2b574b73f525a2285f9,,722,1035,1757,0.70
Tox21_AhR,04:71285d55be800d961149b1267049f55e,,722,1035,1757,0.70
Tox21_AhR,02:3746e1685346641cdf7baab7e65bed28,,722,985,1707,0.73
Tox21_AhR,02:e9e9a0edcaf2c1aa99d9a161ba99d3f4,,1734,721,2455,0.42
Tox21_AhR,02:56a3cf5d2c1820a894d05a635f7c72ca,,716,875,1591,0.82
Tox21_AhR,02:5f5a1abffb006cf210f916d6eb46c0fd,,693,1021,1714,0.68
Tox21_AhR,02:4ee47f6a715843c8f9fd9f4b0727d5a7,,669,918,1587,0.73
Tox21_AhR,01:abfbba4d20c0f8ea01c8b44bcca9050a,,659,941,1600,0.70
Tox21_AhR,02:93770cbe072d073c2cd62f9a2458ee3e,,641,974,1615,0.66
Tox21_AhR,01:29b7c1f37c7a3ebdac746768ec7ea794,,631,957,1588,0.66
Tox21_AhR,02:44110ed2521e05be3b5644563fedfcfd,,631,957,1588,0.66
Tox21_AhR,03:1f7882b333fb7e0b2421c08d9b0d3697,,631,957,1588,0.66
Tox21_AhR,04:c5c3461737ecedd4c00452c0b5863e57,,631,957,1588,0.66
Tox21_AhR,05:6f285eb780f56267626ee70a01b4c177,,631,957,1588,0.66
Tox21_AhR,02:9266d3c628f47c2070771ecc89141304,,585,984,1569,0.59
Tox21_AhR,03:0e8306f97ed072885dffd7fcfbf5032a,,581,1039,1620,0.56
Tox21_AhR,04:8cd141480ab6cf1f2a53c41c03dd9c4f,,581,1039,1620,0.56
Tox21_AhR,05:6b6eda2a13a6b34103db101df0d8eb72,,581,1039,1620,0.56
Tox21_AhR,02:ecee566b979c7fb4e65bbe7969e88548,,570,950,1520,0.60
Tox21_AhR,01:59aa3c01856e920fedd20a4f178e3502,,2154,569,2723,0.26
Tox21_AhR,02:031b3cdb75e6cd5b094b07603c9b7a15,,561,948,1509,0.59
Tox21_AhR,02:6c26f3d312cdf495daf78170f22500e1,,538,977,1515,0.55
Tox21_AhR,03:b3f2290a482b561c42edb616b8956fbc,,538,977,1515,0.55
Tox21_AhR,01:271827fa8296e9f3fa084b10590e8cfc,,536,1028,1564,0.52
Tox21_AhR,02:28983712bcfa3ad95b4cd38c507b1368,,516,1001,1517,0.52
Tox21_AhR,03:6d2aa551b6c4538e26d6f89ce8f53dc7,,516,1001,1517,0.52
Tox21_AhR,02:a77f9f78671fc7219835eb286a6fe469,,1372,509,1881,0.37
Tox21_AhR,02:75884de0fe90d96be8fd2e02a3156727,,496,1015,1511,0.49
Tox21_AhR,02:cbd51db5e18a988bb5dc77e41daf686b,,495,1010,1505,0.49
Tox21_AhR,02:8e4f4405309d7cca9e940c90e0447557,,491,1032,1523,0.48
Tox21_AhR,02:d88baa16a514463015f652c4483e1f29,,487,1011,1498,0.48
Tox21_AhR,01:1cb3c5de3f8b1f78111f5c83e2947667,,482,962,1444,0.50
Tox21_AhR,00:3,,476,997,1473,0.48
Tox21_AhR,03:0254a86678fa5e7e6792ac692d8e365c,,473,865,1338,0.55
Tox21_AhR,04:e8eb368cde860dd141a0bc7a9cc032cc,,472,1047,1519,0.45
Tox21_AhR,05:4203e878c224a1bad33aa0355b58c569,,472,1047,1519,0.45
Tox21_AhR,02:f0f39c99d357b708de47f87764daa872,,467,930,1397,0.50
Tox21_AhR,02:633836ad8a690875b218caf60114412d,,463,1036,1499,0.45
Tox21_AhR,03:279a71bd44294e934f776857797dbd07,,463,1036,1499,0.45
Tox21_AhR,02:211e8e2e45c98506d3eed0b2b91133f3,,463,975,1438,0.47
Tox21_AhR,02:d6c7e4d5e761856c1af57c3a918d60bf,,451,981,1432,0.46
Tox21_AhR,02:33eec643c4211f231e30911b9e64e5a7,,451,910,1361,0.50
Tox21_AhR,01:ee3ccb37a8c7893f6bab678e48f29e2c,,441,955,1396,0.46
Tox21_AhR,01:397d86c626ed1f0db17016758674ae68,,434,998,1432,0.43
Tox21_AhR,02:7f228084ba0cee5a82f59547c877d047,,433,979,1412,0.44
Tox21_AhR,04:8f544148d470726ff76963ccefe01509,,428,1047,1475,0.41
Tox21_AhR,04:a0c6b0deb29cda94d74f27875306eccb,,422,1047,1469,0.40
Tox21_AhR,05:c7ef599886aa61fbc42ceae8ffcbefd2,,422,1047,1469,0.40
Tox21_AhR,02:a95985a37afc7b9ac32416b32b747e12,,413,1006,1419,0.41
Tox21_AhR,03:2ecb2542b64d46ef22b57e74732f672b,,413,1006,1419,0.41
Tox21_AhR,01:ae0434351af28df3f99dde224f1ff47a,,411,971,1382,0.42
Tox21_AhR,02:213f496cd6feebc96a17df27fff1c87a,,406,984,1390,0.41
Tox21_AhR,02:b4bba70855415d215a9d9b71a8efbee9,,403,1029,1432,0.39
Tox21_AhR,02:5c5505a699d4a2e768990767cc84aaa4,,402,1043,1445,0.39
Tox21_ARE,01:a4ef450f3f7518847ea88b96e055c223,,1097,1051,2148,0.96
Tox21_ARE,02:15d0a94cd3209fe6134b1f561697e5eb,,1163,1043,2206,0.90
Tox21_ARE,01:39fdb337a456bcac751b9cbe244a4e68,,1100,1009,2109,0.92
Tox21_ARE,02:fa01d04ef0773b74a104f3bbf425372e,,1323,1008,2331,0.76
Tox21_ARE,00:5,,1039,1005,2044,0.97
Tox21_ARE,02:ce2554a00b07169250569a5dc566fdc0,,997,1047,2044,0.95
Tox21_ARE,03:f79ac36172a5a673d80ba5658bc8e39d,,1288,995,2283,0.77
Tox21_ARE,02:c6133d908fa4009bacb68271e0a69744,,1924,987,2911,0.51
Tox21_ARE,01:eb86a3dd500d3df1f58d61e26e8e4df5,,1979,981,2960,0.50
Tox21_ARE,01:b7bf0b07fe88e0e9843b72eaf7a80864,,1980,952,2932,0.48
Tox21_ARE,01:db6b9a0177ab02b402fd3dbd2526e04d,,1299,948,2247,0.73
Tox21_ARE,03:a256d31a546818d7c2a0fc4889d90310,,1245,945,2190,0.76
Tox21_ARE,01:8f82f09142c8e1596fa92d8369328489,,890,983,1873,0.91
Tox21_ARE,02:a77f9f78671fc7219835eb286a6fe469,,1279,888,2167,0.69
Tox21_ARE,00:4,,1323,878,2201,0.66
Tox21_ARE,01:c65bbfae326767d26d5d4262b58dde8d,,2113,855,2968,0.40
Tox21_ARE,02:e9e9a0edcaf2c1aa99d9a161ba99d3f4,,1318,855,2173,0.65
Tox21_ARE,01:59aa3c01856e920fedd20a4f178e3502,,1875,848,2723,0.45
Tox21_ARE,02:bd6f4de95eaed60f84cd2d899eb96199,,1446,847,2293,0.59
Tox21_ARE,01:ac16f78790ad6fecfec2c59fae5a86c8,,2340,816,3156,0.35
Tox21_ARE,02:d3aea6e72bb2a63c97d45272beaeabed,,813,1112,1925,0.73
Tox21_ARE,03:721642fca8d41e0be8bac33abbc3aab9,,813,1112,1925,0.73
Tox21_ARE,01:5d7d1403d53292740c12da79e9a3b43d,,735,1107,1842,0.66
Tox21_ARE,01:cc0b31493db8f5aac3941bdfe6b9b414,,2158,703,2861,0.33
Tox21_ARE,02:5f2531353879ee7bfd0fa056ec6d91b0,,690,1173,1863,0.59
Tox21_ARE,01:41aae6dea7ddb40f6a4cb5fa681fad4f,,685,1112,1797,0.62
Tox21_ARE,01:2639574bb30f709eee1217da27073b8e,,2410,644,3054,0.27
Tox21_ARE,02:a9e810afd28ad6dee1044e45ec89d9c9,,626,1174,1800,0.53
Tox21_ARE,04:56bc5f527c000a4a3d216a9c14fa7898,,620,1131,1751,0.55
Tox21_ARE,01:e49533c98d282a993e7f40c4d55af82f,,619,1050,1669,0.59
Tox21_ARE,02:6cbd48a0736aedb5d0ccf1f7e7fbe10f,,619,1050,1669,0.59
Tox21_ARE,02:4ee47f6a715843c8f9fd9f4b0727d5a7,,610,1127,1737,0.54
Tox21_ARE,02:59e2cfd45771f9be61e215840faa7a3f,,549,1129,1678,0.49
Tox21_ARE,01:7db3447cb5b63688f9b67b6daa1fb77a,,546,1129,1675,0.48
Tox21_ARE,02:07e04d7e8ef9389859a4a6af8286b808,,546,1083,1629,0.50
Tox21_ARE,01:dbe937f0a7f23e8a3e141020ac30e259,,528,1093,1621,0.48
Tox21_ARE,03:8d4a59302aa5f2b574b73f525a2285f9,,523,1154,1677,0.45
Tox21_ARE,04:71285d55be800d961149b1267049f55e,,523,1154,1677,0.45
Tox21_ARE,01:abfbba4d20c0f8ea01c8b44bcca9050a,,509,1124,1633,0.45
Tox21_ARE,02:56a3cf5d2c1820a894d05a635f7c72ca,,508,1054,1562,0.48
Tox21_ARE,02:93770cbe072d073c2cd62f9a2458ee3e,,490,1142,1632,0.43
Tox21_ARE,02:3746e1685346641cdf7baab7e65bed28,,478,1105,1583,0.43
Tox21_ARE,02:28983712bcfa3ad95b4cd38c507b1368,,454,1191,1645,0.38
Tox21_ARE,03:6d2aa551b6c4538e26d6f89ce8f53dc7,,454,1191,1645,0.38
Tox21_ARE,03:0254a86678fa5e7e6792ac692d8e365c,,445,1119,1564,0.40
